"current_ap","ap_key_test.keys","current_hp","block","intact","key_resp_2.keys","key_resp_2.corr","key_resp_2.rt","participant","nam_unn","rs_rt_n"
"voter","2","UnnBuff2/abstractbuff01a.jpg",1,"left","right",0,0.99765160001698,230,"unn","RT"
"writer","None","UnnBuff2/abstractbuff02b.jpg",1,"right","right",1,1.0380601999932,230,"unn","RS"
"frown","2","namBuff2/inanibuff01b.jpg",1,"left","right",0,1.02185530000133,230,"nam","RS"
"inch","3","namBuff2/inanibuff03a.jpg",1,"right","right",1,2.97397890000138,230,"nam","RT"
"sports","1","namBuff2/inanibuff01c.jpg",1,"left","left",1,0.806094800005667,230,"nam","RS"
"waltz","2","UnnBuff2/abstractbuff01.jpg",1,"left","right",0,0.709643399983179,230,"unn","RT"
"wind","3","namBuff2/inanibuff03c.jpg",1,"left","right",0,0.789629099977901,230,"nam","RS"
"ledge","2","namBuff2/inanibuff03b.jpg",1,"left","right",0,0.677857100003166,230,"nam","RS"
"drug","3","namBuff2/inanibuff01a.jpg",1,"right","right",1,1.20614380002371,230,"nam","RT"
"storage","2","namBuff2/inanibuff03.jpg",1,"right","left",0,0.982457399979467,230,"nam","RT"
"product","1","UnnBuff2/abstractbuff02.jpg",1,"left","right",0,0.669683599990094,230,"unn","RT"
"mile","3","UnnBuff2/abstractbuff01c.jpg",1,"right","right",1,0.819749599992065,230,"unn","RS"
"avenue","2","namBuff2/inanibuff01.jpg",1,"right","right",1,1.2915279000008,230,"nam","RT"
"shelter","2","UnnBuff2/abstractbuff01b.jpg",1,"right","right",1,1.01216579999891,230,"unn","RS"
"jury","3","UnnBuff2/abstractbuff02c.jpg",1,"right","right",1,0.795781199994963,230,"unn","RS"
"trench","1","UnnBuff2/abstractbuff02a.jpg",1,"left","left",1,1.23613810000825,230,"unn","RT"
"clan","3","Nam2/inanimate08a.jpg",2,"left","right",0,0.893729800009169,230,"nam","RT"
"vitamin","2","Unn2/abstract07a.jpg",2,"left","left",1,1.62165489999461,230,"unn","RT"
"movie","2","Unn2/abstract06a.jpg",2,"right","right",1,1.12553419999313,230,"unn","RT"
"agent","2","Unn2/abstract06b.jpg",2,"left","right",0,1.38126539997756,230,"unn","RS"
"perfume","3","Unn2/abstract07b.jpg",2,"right","right",1,0.724461600009818,230,"unn","RS"
"breeze","3","Nam2/inanimate08.jpg",2,"left","right",0,0.828406899992842,230,"nam","RT"
"rash","2","Unn2/abstract06.jpg",2,"right","right",1,1.35761310000089,230,"unn","RT"
"hostage","3","Nam2/inanimate08c.jpg",2,"right","right",1,1.08433360001072,230,"nam","RS"
"galaxy","2","Unn2/abstract07.jpg",2,"left","right",0,0.603778399992734,230,"unn","RT"
"note","2","Nam2/inanimate06b.jpg",2,"left","right",0,1.22011389999534,230,"nam","RS"
"hippie","1","Nam2/inanimate06c.jpg",2,"left","right",0,1.63685390001046,230,"nam","RS"
"data","3","Nam2/inanimate08b.jpg",2,"right","right",1,0.963180099992314,230,"nam","RS"
"award","2","Nam2/inanimate06.jpg",2,"right","right",1,1.26775780000025,230,"nam","RT"
"client","2","Unn2/abstract06c.jpg",2,"left","left",1,1.37167610001052,230,"unn","RS"
"peer","2","Nam2/inanimate06a.jpg",2,"right","right",1,1.834809699998,230,"nam","RT"
"racket","2","Unn2/abstract07c.jpg",2,"right","right",1,0.882162599998992,230,"unn","RS"
"saint","2","Unn2/abstract09a.jpg",3,"right","right",1,3.37051879998762,230,"unn","RT"
"diploma","2","Unn2/abstract09.jpg",3,"right","right",1,0.61297210000339,230,"unn","RT"
"brow","1","Nam2/inanimate07b.jpg",3,"left","right",0,1.20449730000109,230,"nam","RS"
"jazz","2","Unn2/abstract09c.jpg",3,"left","right",0,0.851410100003704,230,"unn","RS"
"scholar","1","Nam2/inanimate01a.jpg",3,"left","right",0,1.13169399998151,230,"nam","RT"
"album","2","Nam2/inanimate07.jpg",3,"right","left",0,1.14823979997891,230,"nam","RT"
"author","3","Nam2/inanimate01c.jpg",3,"right","right",1,1.13261329999659,230,"nam","RS"
"comma","2","Unn2/abstract05b.jpg",3,"right","right",1,0.484341599978507,230,"unn","RS"
"camp","2","Nam2/inanimate07a.jpg",3,"right","right",1,2.90771840000525,230,"nam","RT"
"hall","2","Nam2/inanimate01.jpg",3,"left","right",0,0.905694300017785,230,"nam","RT"
"poet","2","Nam2/inanimate01b.jpg",3,"right","right",1,0.555166999984067,230,"nam","RS"
"symbol","2","Unn2/abstract05.jpg",3,"left","right",0,0.515506099996855,230,"unn","RT"
"cuisine","2","Unn2/abstract09b.jpg",3,"left","right",0,0.521752900007414,230,"unn","RS"
"kingdom","2","Nam2/inanimate07c.jpg",3,"left","left",1,1.05825889998232,230,"nam","RS"
"device","3","Unn2/abstract05c.jpg",3,"right","right",1,0.385902999987593,230,"unn","RS"
"team","2","Unn2/abstract05a.jpg",3,"left","right",0,0.577106300013838,230,"unn","RT"
"patient","2","Nam2/inanimate09c.jpg",4,"right","right",1,1.15657110000029,230,"nam","RS"
"flight","2","Nam2/inanimate05.jpg",4,"right","right",1,0.299317600001814,230,"nam","RT"
"word","3","Nam2/inanimate05c.jpg",4,"left","right",0,1.61120610000216,230,"nam","RS"
"lottery","2","Unn2/abstract08b.jpg",4,"right","right",1,0.835133799992036,230,"unn","RS"
"leader","2","Unn2/abstract08a.jpg",4,"left","left",1,0.945123899989994,230,"unn","RT"
"fighter","1","Nam2/inanimate09a.jpg",4,"left","right",0,0.451599799998803,230,"nam","RT"
"wrapper","2","Unn2/abstract02.jpg",4,"right","right",1,0.337312200019369,230,"unn","RT"
"reward","1","Unn2/abstract08c.jpg",4,"right","right",1,0.304809399996884,230,"unn","RS"
"holiday","1","Nam2/inanimate05a.jpg",4,"right","right",1,0.280801499990048,230,"nam","RT"
"novel","2","Unn2/abstract02b.jpg",4,"left","right",0,0.898969599977136,230,"unn","RS"
"aunt","2","Nam2/inanimate09b.jpg",4,"right","right",1,0.546338299987838,230,"nam","RS"
"beast","3","Nam2/inanimate05b.jpg",4,"left","left",1,1.02535829998669,230,"nam","RS"
"nature","2","Unn2/abstract02c.jpg",4,"left","right",0,1.36935789999552,230,"unn","RS"
"waist","3","Nam2/inanimate09.jpg",4,"left","right",0,0.833948699990287,230,"nam","RT"
"teacher","2","Unn2/abstract08.jpg",4,"left","right",0,0.958409599988954,230,"unn","RT"
"class","2","Unn2/abstract02a.jpg",4,"right","right",1,1.21863640000811,230,"unn","RT"
"lyrics","2","Unn2/abstract01.jpg",5,"right","right",1,0.781211099994835,230,"unn","RT"
"event","3","Unn2/abstract01c.jpg",5,"left","left",1,0.588835500006098,230,"unn","RS"
"dresser","2","Unn2/abstract01a.jpg",5,"right","left",0,1.76364969997667,230,"unn","RT"
"thief","3","Unn2/abstract10.jpg",5,"left","right",0,0.692838999995729,230,"unn","RT"
"manager","1","Unn2/abstract10a.jpg",5,"left","right",0,0.429266000021016,230,"unn","RT"
"poetry","2","Nam2/inanimate02.jpg",5,"left","left",1,2.13184349998483,230,"nam","RT"
"vacuum","2","Nam2/inanimate04.jpg",5,"right","right",1,0.75437249999959,230,"nam","RT"
"advisor","3","Nam2/inanimate04a.jpg",5,"right","right",1,1.5010348999931,230,"nam","RT"
"nucleus","2","Unn2/abstract10c.jpg",5,"right","left",0,0.307785400014836,230,"unn","RS"
"squash","2","Unn2/abstract01b.jpg",5,"left","right",0,1.75406700000167,230,"unn","RS"
"injury","2","Nam2/inanimate02a.jpg",5,"left","right",0,3.10657380000339,230,"nam","RT"
"lane","2","Nam2/inanimate02b.jpg",5,"right","left",0,0.370932999998331,230,"nam","RS"
"message","2","Nam2/inanimate02c.jpg",5,"right","right",1,1.1856783000112,230,"nam","RS"
"genes","2","Unn2/abstract10b.jpg",5,"right","left",0,1.07608949998394,230,"unn","RS"
"yeast","2","Nam2/inanimate04c.jpg",5,"left","left",1,2.9547123000084,230,"nam","RS"
"tourist","2","Nam2/inanimate04b.jpg",5,"left","left",1,0.785770299989963,230,"nam","RS"
