current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Unn2/abstract06a_ap.jpg,abstract06a_hp.jpg,right,right,1,unn,405,ApRS
Unn2/abstract06_ap.jpg,abstract06_hp.jpg,right,right,1,unn,405,ApRS
Unn2/abstract06b_ap.jpg,abstract06c_hp.jpg,left,left,1,unn,405,ApRT
Nam2/inanimate05a_ap.jpg,inanimate05_hp.jpg,left,left,1,nam,405,ApRS
Nam2/inanimate01c_ap.jpg,inanimate01c_hp.jpg,right,right,1,nam,405,ApRT
Nam2/inanimate05_ap.jpg,inanimate05a_hp.jpg,left,left,1,nam,405,ApRS
Unn2/abstract03b_ap.jpg,abstract03b_hp.jpg,right,right,1,unn,405,ApRT
Nam2/inanimate01_ap.jpg,inanimate01_hp.jpg,right,left,0,nam,405,ApRS
Nam2/inanimate05b_ap.jpg,inanimate05c_hp.jpg,left,left,1,nam,405,ApRT
Unn2/abstract03_ap.jpg,abstract03a_hp.jpg,left,right,0,unn,405,ApRS
Nam2/inanimate04a_ap.jpg,inanimate04a_hp.jpg,right,right,1,nam,405,ApRS
Nam2/inanimate04b_ap.jpg,inanimate04b_hp.jpg,right,right,1,nam,405,ApRT
Unn2/abstract10c_ap.jpg,abstract10b_hp.jpg,left,left,1,unn,405,ApRT
Unn2/abstract05a_ap.jpg,abstract05_hp.jpg,left,left,1,unn,405,ApRS
Nam2/inanimate07c_ap.jpg,inanimate07b_hp.jpg,left,left,1,nam,405,ApRT
Unn2/abstract05c_ap.jpg,abstract05c_hp.jpg,right,right,1,unn,405,ApRT
Unn2/abstract10a_ap.jpg,abstract10a_hp.jpg,right,right,1,unn,405,ApRS
Unn2/abstract10_ap.jpg,abstract10_hp.jpg,right,right,1,unn,405,ApRS
Unn2/abstract10b_ap.jpg,abstract10c_hp.jpg,left,left,1,unn,405,ApRT
Nam2/inanimate07a_ap.jpg,inanimate07_hp.jpg,left,left,1,nam,405,ApRS
Nam2/inanimate04c_ap.jpg,inanimate04c_hp.jpg,right,right,1,nam,405,ApRT
Nam2/inanimate07_ap.jpg,inanimate07a_hp.jpg,left,left,1,nam,405,ApRS
Unn2/abstract05b_ap.jpg,abstract05b_hp.jpg,right,right,1,unn,405,ApRT
Nam2/inanimate04_ap.jpg,inanimate04_hp.jpg,right,left,0,nam,405,ApRS
Nam2/inanimate07b_ap.jpg,inanimate07c_hp.jpg,left,left,1,nam,405,ApRT
Unn2/abstract05_ap.jpg,abstract05a_hp.jpg,left,left,1,unn,405,ApRS
