current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Nam2/inanimate06a_ap.jpg,inanimate06_hp.jpg,left,left,1,nam,405,ApRS
Nam2/inanimate06b_ap.jpg,inanimate06c_hp.jpg,left,left,1,nam,405,ApRT
Unn2/abstract07c_ap.jpg,abstract07c_hp.jpg,right,right,1,unn,405,ApRT
Unn2/abstract08a_ap.jpg,abstract08a_hp.jpg,right,right,1,unn,405,ApRS
Nam2/inanimate10c_ap.jpg,inanimate10c_hp.jpg,right,right,1,nam,405,ApRT
Unn2/abstract08c_ap.jpg,abstract08b_hp.jpg,left,left,1,unn,405,ApRT
Unn2/abstract07a_ap.jpg,abstract07_hp.jpg,left,right,0,unn,405,ApRS
Unn2/abstract07_ap.jpg,abstract07a_hp.jpg,left,left,1,unn,405,ApRS
Unn2/abstract07b_ap.jpg,abstract07b_hp.jpg,right,right,1,unn,405,ApRT
Nam2/inanimate10a_ap.jpg,inanimate10a_hp.jpg,right,right,1,nam,405,ApRS
Nam2/inanimate06c_ap.jpg,inanimate06b_hp.jpg,left,left,1,nam,405,ApRT
Nam2/inanimate10_ap.jpg,inanimate10_hp.jpg,right,right,1,nam,405,ApRS
Unn2/abstract08b_ap.jpg,abstract08c_hp.jpg,left,left,1,unn,405,ApRT
Nam2/inanimate06_ap.jpg,inanimate06a_hp.jpg,left,right,0,nam,405,ApRS
Nam2/inanimate10b_ap.jpg,inanimate10b_hp.jpg,right,right,1,nam,405,ApRT
Unn2/abstract08_ap.jpg,abstract08_hp.jpg,right,right,1,unn,405,ApRS
Nam2/inanimate08a_ap.jpg,inanimate08_hp.jpg,left,right,0,nam,405,ApRS
Nam2/inanimate08b_ap.jpg,inanimate08c_hp.jpg,left,left,1,nam,405,ApRT
Unn2/abstract09c_ap.jpg,abstract09c_hp.jpg,right,right,1,unn,405,ApRT
Unn2/abstract04a_ap.jpg,abstract04a_hp.jpg,right,right,1,unn,405,ApRS
Nam2/inanimate09c_ap.jpg,inanimate09c_hp.jpg,right,right,1,nam,405,ApRT
Unn2/abstract04c_ap.jpg,abstract04b_hp.jpg,left,left,1,unn,405,ApRT
Unn2/abstract09a_ap.jpg,abstract09_hp.jpg,left,left,1,unn,405,ApRS
Unn2/abstract09_ap.jpg,abstract09a_hp.jpg,left,right,0,unn,405,ApRS
Unn2/abstract09b_ap.jpg,abstract09b_hp.jpg,right,right,1,unn,405,ApRT
Nam2/inanimate09a_ap.jpg,inanimate09a_hp.jpg,right,left,0,nam,405,ApRS
Nam2/inanimate08c_ap.jpg,inanimate08b_hp.jpg,left,left,1,nam,405,ApRT
Nam2/inanimate09_ap.jpg,inanimate09_hp.jpg,right,right,1,nam,405,ApRS
Unn2/abstract04b_ap.jpg,abstract04c_hp.jpg,left,left,1,unn,405,ApRT
Nam2/inanimate08_ap.jpg,inanimate08a_hp.jpg,left,right,0,nam,405,ApRS
Nam2/inanimate09b_ap.jpg,inanimate09b_hp.jpg,right,right,1,nam,405,ApRT
Unn2/abstract04_ap.jpg,abstract04_hp.jpg,right,right,1,unn,405,ApRS
Nam2/inanimate01a_ap.jpg,inanimate01a_hp.jpg,right,right,1,nam,405,ApRS
Nam2/inanimate01b_ap.jpg,inanimate01b_hp.jpg,right,right,1,nam,405,ApRT
Unn2/abstract06c_ap.jpg,abstract06b_hp.jpg,left,left,1,unn,405,ApRT
Unn2/abstract03a_ap.jpg,abstract03_hp.jpg,left,left,1,unn,405,ApRS
Nam2/inanimate05c_ap.jpg,inanimate05b_hp.jpg,left,left,1,nam,405,ApRT
Unn2/abstract03c_ap.jpg,abstract03c_hp.jpg,right,right,1,unn,405,ApRT
