current_apW,current_hpW,intactW,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Nam2/inanimate04b_ap.jpg,inanimate04b_hp.jpg,right,right,1,nam,449,ApRT
Nam2/inanimate05c_ap.jpg,inanimate05b_hp.jpg,left,left,1,nam,449,ApRT
Unn2/abstract03b_ap.jpg,abstract03c_hp.jpg,left,right,0,unn,449,ApRT
Unn2/abstract06c_ap.jpg,abstract06c_hp.jpg,right,right,1,unn,449,ApRT
Unn2/abstract03c_ap.jpg,abstract03b_hp.jpg,left,left,1,unn,449,ApRT
Nam2/inanimate05a_ap.jpg,inanimate05_hp.jpg,left,left,1,nam,449,ApRS
Unn2/abstract06a_ap.jpg,abstract06_hp.jpg,left,left,1,unn,449,ApRS
Unn2/abstract03a_ap.jpg,abstract03a_hp.jpg,right,right,1,unn,449,ApRS
Nam2/inanimate04c_ap.jpg,inanimate04c_hp.jpg,right,right,1,nam,449,ApRT
Nam2/inanimate05_ap.jpg,inanimate05a_hp.jpg,left,left,1,nam,449,ApRS
Nam2/inanimate04a_ap.jpg,inanimate04a_hp.jpg,right,left,0,nam,449,ApRS
Nam2/inanimate05b_ap.jpg,inanimate05c_hp.jpg,left,left,1,nam,449,ApRT
Unn2/abstract06_ap.jpg,abstract06a_hp.jpg,left,right,0,unn,449,ApRS
Nam2/inanimate04_ap.jpg,inanimate04_hp.jpg,right,right,1,nam,449,ApRS
Unn2/abstract03_ap.jpg,abstract03_hp.jpg,right,right,1,unn,449,ApRS
Unn2/abstract06b_ap.jpg,abstract06b_hp.jpg,right,right,1,unn,449,ApRT
Nam2/inanimate07b_ap.jpg,inanimate07b_hp.jpg,right,right,1,nam,449,ApRT
Nam2/inanimate06c_ap.jpg,inanimate06b_hp.jpg,left,right,0,nam,449,ApRT
Unn2/abstract08b_ap.jpg,abstract08c_hp.jpg,left,left,1,unn,449,ApRT
Unn2/abstract07c_ap.jpg,abstract07c_hp.jpg,right,left,0,unn,449,ApRT
Unn2/abstract08c_ap.jpg,abstract08b_hp.jpg,left,left,1,unn,449,ApRT
Nam2/inanimate06a_ap.jpg,inanimate06_hp.jpg,left,left,1,nam,449,ApRS
