current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Unn2/abstract06c_ap.jpg,abstract06b_hp.jpg,left,left,1,unn,409,ApRT
Nam2/inanimate04b_ap.jpg,inanimate04c_hp.jpg,left,left,1,nam,409,ApRT
Unn2/abstract04_ap.jpg,abstract04a_hp.jpg,left,left,1,unn,409,ApRS
Nam2/inanimate07b_ap.jpg,inanimate07b_hp.jpg,right,right,1,nam,409,ApRT
Unn2/abstract04b_ap.jpg,abstract04b_hp.jpg,right,right,1,unn,409,ApRT
Nam2/inanimate04a_ap.jpg,inanimate04_hp.jpg,left,None,0,nam,409,ApRS
Unn2/abstract06_ap.jpg,abstract06_hp.jpg,right,right,1,unn,409,ApRS
Nam2/inanimate04c_ap.jpg,inanimate04b_hp.jpg,left,left,1,nam,409,ApRT
Unn2/abstract04c_ap.jpg,abstract04c_hp.jpg,right,right,1,unn,409,ApRT
Nam2/inanimate07_ap.jpg,inanimate07_hp.jpg,right,right,1,nam,409,ApRS
Unn2/abstract06a_ap.jpg,abstract06a_hp.jpg,right,right,1,unn,409,ApRS
Nam2/inanimate07c_ap.jpg,inanimate07c_hp.jpg,right,right,1,nam,409,ApRT
Unn2/abstract04a_ap.jpg,abstract04_hp.jpg,left,left,1,unn,409,ApRS
Nam2/inanimate07a_ap.jpg,inanimate07a_hp.jpg,right,right,1,nam,409,ApRS
Nam2/inanimate04_ap.jpg,inanimate04a_hp.jpg,left,left,1,nam,409,ApRS
Unn2/abstract06b_ap.jpg,abstract06c_hp.jpg,left,None,0,unn,409,ApRT
Unn2/abstract05c_ap.jpg,abstract05b_hp.jpg,left,left,1,unn,409,ApRT
Nam2/inanimate02b_ap.jpg,inanimate02c_hp.jpg,left,left,1,nam,409,ApRT
Unn2/abstract01_ap.jpg,abstract01a_hp.jpg,left,left,1,unn,409,ApRS
Nam2/inanimate03b_ap.jpg,inanimate03b_hp.jpg,right,right,1,nam,409,ApRT
Unn2/abstract01b_ap.jpg,abstract01b_hp.jpg,right,right,1,unn,409,ApRT
Nam2/inanimate02a_ap.jpg,inanimate02_hp.jpg,left,right,0,nam,409,ApRS
Unn2/abstract05_ap.jpg,abstract05_hp.jpg,right,right,1,unn,409,ApRS
Nam2/inanimate02c_ap.jpg,inanimate02b_hp.jpg,left,left,1,nam,409,ApRT
Unn2/abstract01c_ap.jpg,abstract01c_hp.jpg,right,right,1,unn,409,ApRT
Nam2/inanimate03_ap.jpg,inanimate03_hp.jpg,right,right,1,nam,409,ApRS
Unn2/abstract05a_ap.jpg,abstract05a_hp.jpg,right,right,1,unn,409,ApRS
Nam2/inanimate03c_ap.jpg,inanimate03c_hp.jpg,right,right,1,nam,409,ApRT
Unn2/abstract01a_ap.jpg,abstract01_hp.jpg,left,right,0,unn,409,ApRS
