current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,version,rs_rt_n
Nam2/inanimate10f_ap.jpg,inanimate10g_hp.jpg,left,right,0,nam,1049,C,ApRT
Nam2/inanimate08d_ap.jpg,inanimate08d_hp.jpg,right,right,1,nam,1049,C,ApRS
Nam2/inanimate08f_ap.jpg,inanimate08f_hp.jpg,right,right,1,nam,1049,C,ApRT
Unn2/abstract07f_ap.jpg,abstract07g_hp.jpg,left,left,1,unn,1049,C,ApRT
Nam2/inanimate08g_ap.jpg,inanimate08g_hp.jpg,right,left,0,nam,1049,C,ApRT
Unn2/abstract07e_ap.jpg,abstract07e_hp.jpg,right,right,1,unn,1049,C,ApRS
Unn2/abstract09g_ap.jpg,abstract09g_hp.jpg,right,right,1,unn,1049,C,ApRT
Unn2/abstract07g_ap.jpg,abstract07f_hp.jpg,left,left,1,unn,1049,C,ApRT
Nam2/inanimate08e_ap.jpg,inanimate08e_hp.jpg,right,right,1,nam,1049,C,ApRS
Unn2/abstract07d_ap.jpg,abstract07d_hp.jpg,right,right,1,unn,1049,C,ApRS
Nam2/inanimate10e_ap.jpg,inanimate10d_hp.jpg,left,right,0,nam,1049,C,ApRS
Unn2/abstract09e_ap.jpg,abstract09d_hp.jpg,left,left,1,unn,1049,C,ApRS
Nam2/inanimate10d_ap.jpg,inanimate10e_hp.jpg,left,left,1,nam,1049,C,ApRS
Nam2/inanimate10g_ap.jpg,inanimate10f_hp.jpg,left,right,0,nam,1049,C,ApRT
Unn2/abstract09d_ap.jpg,abstract09e_hp.jpg,left,left,1,unn,1049,C,ApRS
Unn2/abstract09f_ap.jpg,abstract09f_hp.jpg,right,left,0,unn,1049,C,ApRT
Nam2/inanimate03f_ap.jpg,inanimate03g_hp.jpg,left,right,0,nam,1049,C,ApRT
Nam2/inanimate01d_ap.jpg,inanimate01e_hp.jpg,left,left,1,nam,1049,C,ApRS
Nam2/inanimate01f_ap.jpg,inanimate01f_hp.jpg,right,right,1,nam,1049,C,ApRT
Unn2/abstract02f_ap.jpg,abstract02g_hp.jpg,left,left,1,unn,1049,C,ApRT
Nam2/inanimate01g_ap.jpg,inanimate01g_hp.jpg,right,right,1,nam,1049,C,ApRT
Unn2/abstract02e_ap.jpg,abstract02e_hp.jpg,right,right,1,unn,1049,C,ApRS
Unn2/abstract04g_ap.jpg,abstract04g_hp.jpg,right,right,1,unn,1049,C,ApRT
Unn2/abstract02g_ap.jpg,abstract02f_hp.jpg,left,left,1,unn,1049,C,ApRT
Nam2/inanimate01e_ap.jpg,inanimate01d_hp.jpg,left,left,1,nam,1049,C,ApRS
Unn2/abstract02d_ap.jpg,abstract02d_hp.jpg,right,right,1,unn,1049,C,ApRS
Nam2/inanimate03e_ap.jpg,inanimate03d_hp.jpg,left,right,0,nam,1049,C,ApRS
Unn2/abstract04e_ap.jpg,abstract04d_hp.jpg,left,left,1,unn,1049,C,ApRS
Nam2/inanimate03d_ap.jpg,inanimate03e_hp.jpg,left,right,0,nam,1049,C,ApRS
Nam2/inanimate03g_ap.jpg,inanimate03f_hp.jpg,left,right,0,nam,1049,C,ApRT
Unn2/abstract04d_ap.jpg,abstract04e_hp.jpg,left,left,1,unn,1049,C,ApRS
Unn2/abstract04f_ap.jpg,abstract04f_hp.jpg,right,right,1,unn,1049,C,ApRT
Nam2/inanimate05f_ap.jpg,inanimate05f_hp.jpg,right,right,1,nam,1049,C,ApRT
Nam2/inanimate09d_ap.jpg,inanimate09e_hp.jpg,left,left,1,nam,1049,C,ApRS
Nam2/inanimate09f_ap.jpg,inanimate09g_hp.jpg,left,right,0,nam,1049,C,ApRT
Unn2/abstract10f_ap.jpg,abstract10f_hp.jpg,right,right,1,unn,1049,C,ApRT
Nam2/inanimate09g_ap.jpg,inanimate09f_hp.jpg,left,right,0,nam,1049,C,ApRT
Unn2/abstract10e_ap.jpg,abstract10d_hp.jpg,left,left,1,unn,1049,C,ApRS
Unn2/abstract01g_ap.jpg,abstract01f_hp.jpg,left,left,1,unn,1049,C,ApRT
Unn2/abstract10g_ap.jpg,abstract10g_hp.jpg,right,right,1,unn,1049,C,ApRT
Nam2/inanimate09e_ap.jpg,inanimate09d_hp.jpg,left,right,0,nam,1049,C,ApRS
Unn2/abstract10d_ap.jpg,abstract10e_hp.jpg,left,left,1,unn,1049,C,ApRS
Nam2/inanimate05e_ap.jpg,inanimate05e_hp.jpg,right,left,0,nam,1049,C,ApRS
Unn2/abstract01e_ap.jpg,abstract01e_hp.jpg,right,right,1,unn,1049,C,ApRS
Nam2/inanimate05d_ap.jpg,inanimate05d_hp.jpg,right,right,1,nam,1049,C,ApRS
Nam2/inanimate05g_ap.jpg,inanimate05g_hp.jpg,right,right,1,nam,1049,C,ApRT
Unn2/abstract01d_ap.jpg,abstract01d_hp.jpg,right,right,1,unn,1049,C,ApRS
Unn2/abstract01f_ap.jpg,abstract01g_hp.jpg,left,right,0,unn,1049,C,ApRT
