"current_ap","ap_key_test.keys","current_hp","block","intact","key_resp_2.keys","key_resp_2.corr","key_resp_2.rt","participant","nam_unn","rs_rt_n"
"UnnBuff2/abstractbuff03b_ap.jpg",2,"UnnBuff2/abstractbuff03c_hp.jpg",1,"left","left",1,2.53787960000045,182,"unn","RS"
"namBuff2/inanibuff03c_ap.jpg",1,"namBuff2/inanibuff03c_hp.jpg",1,"right","left",0,2.02605080000103,182,"nam","RS"
"namBuff2/inanibuff03_ap.jpg",2,"namBuff2/inanibuff03a_hp.jpg",1,"left","right",0,0.944738999998663,182,"nam","N"
"namBuff2/inanibuff01b_ap.jpg",2,"namBuff2/inanibuff01c_hp.jpg",1,"left","None",0,NA,182,"nam","RS"
"namBuff2/inanibuff01a_ap.jpg",1,"namBuff2/inanibuff01a_hp.jpg",1,"right","right",1,1.45059690000016,182,"nam","N"
"UnnBuff2/abstractbuff03a_ap.jpg",1,"UnnBuff2/abstractbuff03a_hp.jpg",1,"right","right",1,1.40950249999878,182,"unn","N"
"namBuff2/inanibuff03d_ap.jpg",2,"namBuff2/inanibuff03e_hp.jpg",1,"left","right",0,1.13710189999983,182,"nam","RT"
"UnnBuff2/abstractbuff03d_ap.jpg",2,"UnnBuff2/abstractbuff03d_hp.jpg",1,"right","left",0,0.985408200000165,182,"unn","RT"
"namBuff2/inanibuff03b_ap.jpg",2,"namBuff2/inanibuff03b_hp.jpg",1,"right","right",1,1.08999570000015,182,"nam","RS"
"namBuff2/inanibuff01c_ap.jpg",2,"namBuff2/inanibuff01b_hp.jpg",1,"left","left",1,1.42448990000048,182,"nam","RS"
"namBuff2/inanibuff01_ap.jpg",2,"namBuff2/inanibuff01_hp.jpg",1,"right","right",1,0.720903699999326,182,"nam","N"
"UnnBuff2/abstractbuff03c_ap.jpg",2,"UnnBuff2/abstractbuff03b_hp.jpg",1,"left","left",1,1.07200499999999,182,"unn","RS"
"UnnBuff2/abstractbuff01_ap.jpg",1,"UnnBuff2/abstractbuff01a_hp.jpg",1,"left","left",1,1.4423155000004,182,"unn","N"
"namBuff2/inanibuff03a_ap.jpg",2,"namBuff2/inanibuff03_hp.jpg",1,"left","right",0,1.63987350000025,182,"nam","N"
"UnnBuff2/abstractbuff01d_ap.jpg",2,"UnnBuff2/abstractbuff01e_hp.jpg",1,"left","left",1,1.41551160000017,182,"unn","RT"
"UnnBuff2/abstractbuff01b_ap.jpg",2,"UnnBuff2/abstractbuff01b_hp.jpg",1,"right","right",1,1.29694949999976,182,"unn","RS"
"namBuff2/inanibuff01e_ap.jpg",1,"namBuff2/inanibuff01e_hp.jpg",1,"right","right",1,0.911394299999301,182,"nam","RT"
"UnnBuff2/abstractbuff01e_ap.jpg",2,"UnnBuff2/abstractbuff01d_hp.jpg",1,"left","left",1,1.07871870000054,182,"unn","RT"
