"current_ap","ap_key_test.keys","current_hp","block","intact","key_resp_2.keys","key_resp_2.corr","key_resp_2.rt","participant","nam_unn","rs_rt_n"
"ledge",3,"UnnBuff2/abstractbuff01a.jpg",1,"left","left",1,1.15510589999985,232,"unn","RT"
"storage",2,"UnnBuff2/abstractbuff02b.jpg",1,"right","right",1,0.756260699999984,232,"unn","RS"
"waltz",3,"namBuff2/inanibuff01b.jpg",1,"left","left",1,1.13323639999999,232,"nam","RS"
"product",3,"namBuff2/inanibuff03a.jpg",1,"right","right",1,0.734354499999881,232,"nam","RT"
"jury",2,"namBuff2/inanibuff01c.jpg",1,"left","left",1,3.37957040000038,232,"nam","RS"
"frown",2,"UnnBuff2/abstractbuff01.jpg",1,"left","left",1,0.628211700000065,232,"unn","RT"
"wind",2,"namBuff2/inanibuff03c.jpg",1,"left","left",1,3.31374789999973,232,"nam","RS"
"sports",3,"namBuff2/inanibuff03b.jpg",1,"left","left",1,0.820456899999954,232,"nam","RS"
"mile",2,"namBuff2/inanibuff01a.jpg",1,"right","right",1,2.24389169999995,232,"nam","RT"
"drug",2,"namBuff2/inanibuff03.jpg",1,"right","right",1,1.3715588,232,"nam","RT"
"shelter",2,"UnnBuff2/abstractbuff02.jpg",1,"left","right",0,0.740228300000126,232,"unn","RT"
"voter",2,"UnnBuff2/abstractbuff01c.jpg",1,"right","right",1,2.49170719999984,232,"unn","RS"
"avenue",2,"namBuff2/inanibuff01.jpg",1,"right","left",0,1.8427587000001,232,"nam","RT"
"writer",2,"UnnBuff2/abstractbuff01b.jpg",1,"right","right",1,0.523266100000001,232,"unn","RS"
"trench",3,"UnnBuff2/abstractbuff02c.jpg",1,"right","right",1,0.602464000000055,232,"unn","RS"
"inch",2,"UnnBuff2/abstractbuff02a.jpg",1,"left","right",0,1.77047010000024,232,"unn","RT"
"clan",2,"Nam2/inanimate08a.jpg",2,"left","right",0,2.53659769999967,232,"nam","RT"
"vitamin",2,"Unn2/abstract07a.jpg",2,"left","left",1,0.504741899999772,232,"unn","RT"
"movie",3,"Unn2/abstract06a.jpg",2,"right","right",1,0.687881199999993,232,"unn","RT"
"agent",2,"Unn2/abstract06b.jpg",2,"left","left",1,2.77689349999991,232,"unn","RS"
"perfume",2,"Unn2/abstract07b.jpg",2,"right","right",1,0.745051000000331,232,"unn","RS"
"breeze",2,"Nam2/inanimate08.jpg",2,"left","right",0,1.70426250000037,232,"nam","RT"
"rash",3,"Unn2/abstract06.jpg",2,"right","right",1,0.425528900000245,232,"unn","RT"
"hostage",3,"Nam2/inanimate08c.jpg",2,"right","right",1,0.735759700000017,232,"nam","RS"
"galaxy",3,"Unn2/abstract07.jpg",2,"left","left",1,0.680556899999829,232,"unn","RT"
"camp",3,"Nam2/inanimate06b.jpg",2,"left","left",1,0.736024799999996,232,"nam","RS"
"hippie",3,"Nam2/inanimate06c.jpg",2,"left","left",1,0.808031800000208,232,"nam","RS"
"data",3,"Nam2/inanimate08b.jpg",2,"right","right",1,0.583591699999943,232,"nam","RS"
"award",3,"Nam2/inanimate06.jpg",2,"right","right",1,1.1039679999999,232,"nam","RT"
"client",2,"Unn2/abstract06c.jpg",2,"left","left",1,1.52005960000042,232,"unn","RS"
"peer",2,"Nam2/inanimate06a.jpg",2,"right","right",1,0.598511000000144,232,"nam","RT"
"racket",3,"Unn2/abstract07c.jpg",2,"right","right",1,0.784214300000258,232,"unn","RS"
"saint",3,"Unn2/abstract09a.jpg",3,"right","right",1,0.885636099999829,232,"unn","RT"
"diploma",3,"Unn2/abstract09.jpg",3,"right","right",1,0.958101399999578,232,"unn","RT"
"brow",3,"Nam2/inanimate07b.jpg",3,"left","left",1,0.750527799999873,232,"nam","RS"
"jazz",3,"Unn2/abstract09c.jpg",3,"left","left",1,0.798970499999996,232,"unn","RS"
"scholar",3,"Nam2/inanimate01a.jpg",3,"left","left",1,0.693594299999859,232,"nam","RT"
"album",3,"Nam2/inanimate07.jpg",3,"right","right",1,0.847100400000272,232,"nam","RT"
"author",3,"Nam2/inanimate01c.jpg",3,"right","right",1,3.34304259999999,232,"nam","RS"
"comma",3,"Unn2/abstract05b.jpg",3,"right","right",1,0.605005100000199,232,"unn","RS"
"squash",3,"Nam2/inanimate07a.jpg",3,"right","right",1,0.477898300000106,232,"nam","RT"
"hall",3,"Nam2/inanimate01.jpg",3,"left","left",1,1.04570829999966,232,"nam","RT"
"poet",3,"Nam2/inanimate01b.jpg",3,"right","right",1,0.782281199999943,232,"nam","RS"
"symbol",2,"Unn2/abstract05.jpg",3,"left","left",1,0.653520899999876,232,"unn","RT"
"cuisine",3,"Unn2/abstract09b.jpg",3,"left","left",1,0.829612699999871,232,"unn","RS"
"kingdom",3,"Nam2/inanimate07c.jpg",3,"left","left",1,1.28443199999992,232,"nam","RS"
"device",3,"Unn2/abstract05c.jpg",3,"right","right",1,0.549134599999888,232,"unn","RS"
"team",3,"Unn2/abstract05a.jpg",3,"left","left",1,0.988627000000179,232,"unn","RT"
"patient",2,"Nam2/inanimate09c.jpg",4,"right","right",1,1.42641360000016,232,"nam","RS"
"flight",3,"Nam2/inanimate05.jpg",4,"right","right",1,0.562200200000007,232,"nam","RT"
"word",2,"Nam2/inanimate05c.jpg",4,"left","left",1,1.50558729999966,232,"nam","RS"
"lottery",3,"Unn2/abstract08b.jpg",4,"right","right",1,0.570070799999939,232,"unn","RS"
"leader",3,"Unn2/abstract08a.jpg",4,"left","left",1,1.14528290000044,232,"unn","RT"
"fighter",3,"Nam2/inanimate09a.jpg",4,"left","left",1,0.777065100000073,232,"nam","RT"
"wrapper",3,"Unn2/abstract02.jpg",4,"right","right",1,0.737733899999967,232,"unn","RT"
"reward",3,"Unn2/abstract08c.jpg",4,"right","right",1,0.719887299999755,232,"unn","RS"
"holiday",3,"Nam2/inanimate05a.jpg",4,"right","right",1,0.775980700000218,232,"nam","RT"
"novel",3,"Unn2/abstract02b.jpg",4,"left","left",1,0.906238300000041,232,"unn","RS"
"aunt",3,"Nam2/inanimate09b.jpg",4,"right","right",1,0.855879299999742,232,"nam","RS"
"beast",3,"Nam2/inanimate05b.jpg",4,"left","left",1,0.752972599999794,232,"nam","RS"
"nature",3,"Unn2/abstract02c.jpg",4,"left","left",1,1.00154599999996,232,"unn","RS"
"waist",3,"Nam2/inanimate09.jpg",4,"left","left",1,0.778009399999974,232,"nam","RT"
"teacher",3,"Unn2/abstract08.jpg",4,"left","left",1,0.712196699999822,232,"unn","RT"
"class",3,"Unn2/abstract02a.jpg",4,"right","right",1,0.840527699999711,232,"unn","RT"
"lyrics",3,"Unn2/abstract01.jpg",5,"right","right",1,1.06497639999998,232,"unn","RT"
"event",3,"Unn2/abstract01c.jpg",5,"left","left",1,1.22565929999973,232,"unn","RS"
"dresser",3,"Unn2/abstract01a.jpg",5,"right","right",1,0.714594999999917,232,"unn","RT"
"thief",3,"Unn2/abstract10.jpg",5,"left","left",1,0.497207800000069,232,"unn","RT"
