current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Nam2/inanimate04c_ap.jpg,inanimate04c_hp.jpg,right,right,1,nam,473,ApRT
Unn2/abstract04b_ap.jpg,abstract04c_hp.jpg,left,left,1,unn,473,ApRT
Nam2/inanimate01a_ap.jpg,inanimate01_hp.jpg,left,right,0,nam,473,ApRS
Nam2/inanimate06_ap.jpg,inanimate06_hp.jpg,right,right,1,nam,473,ApRS
Unn2/abstract02a_ap.jpg,abstract02_hp.jpg,left,left,1,unn,473,ApRS
Unn2/abstract02b_ap.jpg,abstract02b_hp.jpg,right,right,1,unn,473,ApRT
Nam2/inanimate06a_ap.jpg,inanimate06a_hp.jpg,right,right,1,nam,473,ApRS
Nam2/inanimate01_ap.jpg,inanimate01a_hp.jpg,left,right,0,nam,473,ApRS
Unn2/abstract04a_ap.jpg,abstract04a_hp.jpg,right,right,1,unn,473,ApRS
Nam2/inanimate06b_ap.jpg,inanimate06b_hp.jpg,right,right,1,nam,473,ApRT
Nam2/inanimate01b_ap.jpg,inanimate01c_hp.jpg,left,left,1,nam,473,ApRT
Unn2/abstract04_ap.jpg,abstract04_hp.jpg,right,right,1,unn,473,ApRS
Nam2/inanimate06c_ap.jpg,inanimate06c_hp.jpg,right,right,1,nam,473,ApRT
Unn2/abstract02_ap.jpg,abstract02a_hp.jpg,left,left,1,unn,473,ApRS
Unn2/abstract04c_ap.jpg,abstract04b_hp.jpg,left,left,1,unn,473,ApRT
Unn2/abstract02c_ap.jpg,abstract02c_hp.jpg,right,right,1,unn,473,ApRT
Nam2/inanimate01c_ap.jpg,inanimate01b_hp.jpg,left,right,0,nam,473,ApRT
Unn2/abstract08b_ap.jpg,abstract08c_hp.jpg,left,left,1,unn,473,ApRT
Nam2/inanimate08a_ap.jpg,inanimate08_hp.jpg,left,left,1,nam,473,ApRS
Nam2/inanimate07_ap.jpg,inanimate07_hp.jpg,right,right,1,nam,473,ApRS
Unn2/abstract03a_ap.jpg,abstract03_hp.jpg,left,left,1,unn,473,ApRS
Unn2/abstract03b_ap.jpg,abstract03b_hp.jpg,right,right,1,unn,473,ApRT
Nam2/inanimate07a_ap.jpg,inanimate07a_hp.jpg,right,right,1,nam,473,ApRS
Nam2/inanimate08_ap.jpg,inanimate08a_hp.jpg,left,left,1,nam,473,ApRS
Unn2/abstract08a_ap.jpg,abstract08a_hp.jpg,right,right,1,unn,473,ApRS
Nam2/inanimate07b_ap.jpg,inanimate07b_hp.jpg,right,right,1,nam,473,ApRT
Nam2/inanimate08b_ap.jpg,inanimate08c_hp.jpg,left,left,1,nam,473,ApRT
Unn2/abstract08_ap.jpg,abstract08_hp.jpg,right,right,1,unn,473,ApRS
Nam2/inanimate07c_ap.jpg,inanimate07c_hp.jpg,right,right,1,nam,473,ApRT
Unn2/abstract03_ap.jpg,abstract03a_hp.jpg,left,left,1,unn,473,ApRS
Unn2/abstract08c_ap.jpg,abstract08b_hp.jpg,left,left,1,unn,473,ApRT
Unn2/abstract03c_ap.jpg,abstract03c_hp.jpg,right,right,1,unn,473,ApRT
Nam2/inanimate08c_ap.jpg,inanimate08b_hp.jpg,left,left,1,nam,473,ApRT
