current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Unn2/abstract06b_ap.jpg,abstract06b_hp.jpg,right,right,1,unn,473,ApRT
Nam2/inanimate09a_ap.jpg,inanimate09a_hp.jpg,right,left,0,nam,473,ApRS
Nam2/inanimate03_ap.jpg,inanimate03a_hp.jpg,left,left,1,nam,473,ApRS
Unn2/abstract07a_ap.jpg,abstract07a_hp.jpg,right,left,0,unn,473,ApRS
Unn2/abstract07b_ap.jpg,abstract07c_hp.jpg,left,left,1,unn,473,ApRT
Nam2/inanimate03a_ap.jpg,inanimate03_hp.jpg,left,left,1,nam,473,ApRS
Nam2/inanimate09_ap.jpg,inanimate09_hp.jpg,right,right,1,nam,473,ApRS
Unn2/abstract06a_ap.jpg,abstract06_hp.jpg,left,left,1,unn,473,ApRS
Nam2/inanimate03b_ap.jpg,inanimate03c_hp.jpg,left,right,0,nam,473,ApRT
Nam2/inanimate09b_ap.jpg,inanimate09b_hp.jpg,right,right,1,nam,473,ApRT
Unn2/abstract06_ap.jpg,abstract06a_hp.jpg,left,left,1,unn,473,ApRS
Nam2/inanimate03c_ap.jpg,inanimate03b_hp.jpg,left,right,0,nam,473,ApRT
Unn2/abstract07_ap.jpg,abstract07_hp.jpg,right,left,0,unn,473,ApRS
Unn2/abstract06c_ap.jpg,abstract06c_hp.jpg,right,right,1,unn,473,ApRT
Unn2/abstract07c_ap.jpg,abstract07b_hp.jpg,left,right,0,unn,473,ApRT
Nam2/inanimate09c_ap.jpg,inanimate09c_hp.jpg,right,right,1,nam,473,ApRT
Unn2/abstract05b_ap.jpg,abstract05b_hp.jpg,right,right,1,unn,473,ApRT
Nam2/inanimate04a_ap.jpg,inanimate04a_hp.jpg,right,left,0,nam,473,ApRS
Nam2/inanimate02_ap.jpg,inanimate02a_hp.jpg,left,left,1,nam,473,ApRS
Unn2/abstract10a_ap.jpg,abstract10a_hp.jpg,right,right,1,unn,473,ApRS
Unn2/abstract10b_ap.jpg,abstract10c_hp.jpg,left,left,1,unn,473,ApRT
Nam2/inanimate02a_ap.jpg,inanimate02_hp.jpg,left,left,1,nam,473,ApRS
Nam2/inanimate04_ap.jpg,inanimate04_hp.jpg,right,right,1,nam,473,ApRS
Unn2/abstract05a_ap.jpg,abstract05_hp.jpg,left,left,1,unn,473,ApRS
Nam2/inanimate02b_ap.jpg,inanimate02c_hp.jpg,left,left,1,nam,473,ApRT
Nam2/inanimate04b_ap.jpg,inanimate04b_hp.jpg,right,right,1,nam,473,ApRT
Unn2/abstract05_ap.jpg,abstract05a_hp.jpg,left,left,1,unn,473,ApRS
Nam2/inanimate02c_ap.jpg,inanimate02b_hp.jpg,left,left,1,nam,473,ApRT
Unn2/abstract10_ap.jpg,abstract10_hp.jpg,right,right,1,unn,473,ApRS
Unn2/abstract05c_ap.jpg,abstract05c_hp.jpg,right,right,1,unn,473,ApRT
Unn2/abstract10c_ap.jpg,abstract10b_hp.jpg,left,left,1,unn,473,ApRT
