current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,version,rs_rt_n
Unn2/abstract10f_ap.jpg,abstract10g_hp.jpg,left,left,1,unn,1035,C,ApRT
Nam2/inanimate03f_ap.jpg,inanimate03g_hp.jpg,left,right,0,nam,1035,C,ApRT
Nam2/inanimate10d_ap.jpg,inanimate10d_hp.jpg,right,right,1,nam,1035,C,ApRS
Unn2/abstract10g_ap.jpg,abstract10f_hp.jpg,left,left,1,unn,1035,C,ApRT
Nam2/inanimate03e_ap.jpg,inanimate03d_hp.jpg,left,right,0,nam,1035,C,ApRS
Nam2/inanimate03d_ap.jpg,inanimate03e_hp.jpg,left,left,1,nam,1035,C,ApRS
Nam2/inanimate10f_ap.jpg,inanimate10f_hp.jpg,right,right,1,nam,1035,C,ApRT
Unn2/abstract05f_ap.jpg,abstract05f_hp.jpg,right,right,1,unn,1035,C,ApRT
Nam2/inanimate03g_ap.jpg,inanimate03f_hp.jpg,left,right,0,nam,1035,C,ApRT
Unn2/abstract10d_ap.jpg,abstract10d_hp.jpg,right,right,1,unn,1035,C,ApRS
Unn2/abstract05g_ap.jpg,abstract05g_hp.jpg,right,right,1,unn,1035,C,ApRT
Unn2/abstract05d_ap.jpg,abstract05e_hp.jpg,left,right,0,unn,1035,C,ApRS
Unn2/abstract05e_ap.jpg,abstract05d_hp.jpg,left,left,1,unn,1035,C,ApRS
Nam2/inanimate10e_ap.jpg,inanimate10e_hp.jpg,right,left,0,nam,1035,C,ApRS
Nam2/inanimate10g_ap.jpg,inanimate10g_hp.jpg,right,right,1,nam,1035,C,ApRT
Unn2/abstract10e_ap.jpg,abstract10e_hp.jpg,right,right,1,unn,1035,C,ApRS
Unn2/abstract06f_ap.jpg,abstract06g_hp.jpg,left,right,0,unn,1035,C,ApRT
Nam2/inanimate05f_ap.jpg,inanimate05g_hp.jpg,left,left,1,nam,1035,C,ApRT
Nam2/inanimate07d_ap.jpg,inanimate07e_hp.jpg,left,left,1,nam,1035,C,ApRS
Unn2/abstract06g_ap.jpg,abstract06f_hp.jpg,left,left,1,unn,1035,C,ApRT
Nam2/inanimate05e_ap.jpg,inanimate05d_hp.jpg,left,left,1,nam,1035,C,ApRS
Nam2/inanimate05d_ap.jpg,inanimate05e_hp.jpg,left,left,1,nam,1035,C,ApRS
Nam2/inanimate07f_ap.jpg,inanimate07f_hp.jpg,right,right,1,nam,1035,C,ApRT
Unn2/abstract04f_ap.jpg,abstract04f_hp.jpg,right,right,1,unn,1035,C,ApRT
Nam2/inanimate05g_ap.jpg,inanimate05f_hp.jpg,left,left,1,nam,1035,C,ApRT
Unn2/abstract06d_ap.jpg,abstract06d_hp.jpg,right,left,0,unn,1035,C,ApRS
Unn2/abstract04g_ap.jpg,abstract04g_hp.jpg,right,left,0,unn,1035,C,ApRT
Unn2/abstract04d_ap.jpg,abstract04e_hp.jpg,left,left,1,unn,1035,C,ApRS
Unn2/abstract04e_ap.jpg,abstract04d_hp.jpg,left,left,1,unn,1035,C,ApRS
Nam2/inanimate07e_ap.jpg,inanimate07d_hp.jpg,left,left,1,nam,1035,C,ApRS
Nam2/inanimate07g_ap.jpg,inanimate07g_hp.jpg,right,left,0,nam,1035,C,ApRT
Unn2/abstract06e_ap.jpg,abstract06e_hp.jpg,right,left,0,unn,1035,C,ApRS
Unn2/abstract01f_ap.jpg,abstract01f_hp.jpg,right,right,1,unn,1035,C,ApRT
Nam2/inanimate06f_ap.jpg,inanimate06f_hp.jpg,right,right,1,nam,1035,C,ApRT
Nam2/inanimate04d_ap.jpg,inanimate04e_hp.jpg,left,right,0,nam,1035,C,ApRS
Unn2/abstract01g_ap.jpg,abstract01g_hp.jpg,right,right,1,unn,1035,C,ApRT
Nam2/inanimate06e_ap.jpg,inanimate06e_hp.jpg,right,left,0,nam,1035,C,ApRS
Nam2/inanimate06d_ap.jpg,inanimate06d_hp.jpg,right,right,1,nam,1035,C,ApRS
Nam2/inanimate04f_ap.jpg,inanimate04g_hp.jpg,left,left,1,nam,1035,C,ApRT
Unn2/abstract07f_ap.jpg,abstract07g_hp.jpg,left,left,1,unn,1035,C,ApRT
Nam2/inanimate06g_ap.jpg,inanimate06g_hp.jpg,right,right,1,nam,1035,C,ApRT
Unn2/abstract01d_ap.jpg,abstract01e_hp.jpg,left,left,1,unn,1035,C,ApRS
Unn2/abstract07g_ap.jpg,abstract07f_hp.jpg,left,left,1,unn,1035,C,ApRT
Unn2/abstract07d_ap.jpg,abstract07d_hp.jpg,right,right,1,unn,1035,C,ApRS
Unn2/abstract07e_ap.jpg,abstract07e_hp.jpg,right,right,1,unn,1035,C,ApRS
Nam2/inanimate04e_ap.jpg,inanimate04d_hp.jpg,left,left,1,nam,1035,C,ApRS
Nam2/inanimate04g_ap.jpg,inanimate04f_hp.jpg,left,left,1,nam,1035,C,ApRT
Unn2/abstract01e_ap.jpg,abstract01d_hp.jpg,left,left,1,unn,1035,C,ApRS
