current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,version,rs_rt_n
Nam2/inanimate02b_ap.jpg,inanimate02b_hp.jpg,right,right,1,nam,1025,A,ApRT
Nam2/inanimate06_ap.jpg,inanimate06a_hp.jpg,left,left,1,nam,1025,A,ApRS
Unn2/abstract05b_ap.jpg,abstract05c_hp.jpg,left,left,1,unn,1025,A,ApRT
Nam2/inanimate06c_ap.jpg,inanimate06b_hp.jpg,left,right,0,nam,1025,A,ApRT
Nam2/inanimate02a_ap.jpg,inanimate02a_hp.jpg,right,right,1,nam,1025,A,ApRS
Unn2/abstract05_ap.jpg,abstract05_hp.jpg,right,right,1,unn,1025,A,ApRS
Unn2/abstract06b_ap.jpg,abstract06b_hp.jpg,right,right,1,unn,1025,A,ApRT
Unn2/abstract05c_ap.jpg,abstract05b_hp.jpg,left,left,1,unn,1025,A,ApRT
Unn2/abstract06c_ap.jpg,abstract06c_hp.jpg,right,right,1,unn,1025,A,ApRT
Unn2/abstract06a_ap.jpg,abstract06_hp.jpg,left,left,1,unn,1025,A,ApRS
Nam2/inanimate06b_ap.jpg,inanimate06c_hp.jpg,left,left,1,nam,1025,A,ApRT
Nam2/inanimate06a_ap.jpg,inanimate06_hp.jpg,left,left,1,nam,1025,A,ApRS
Nam2/inanimate02c_ap.jpg,inanimate02c_hp.jpg,right,right,1,nam,1025,A,ApRT
Unn2/abstract06_ap.jpg,abstract06a_hp.jpg,left,right,0,unn,1025,A,ApRS
Unn2/abstract05a_ap.jpg,abstract05a_hp.jpg,right,right,1,unn,1025,A,ApRS
Nam2/inanimate02_ap.jpg,inanimate02_hp.jpg,right,right,1,nam,1025,A,ApRS
Nam2/inanimate04b_ap.jpg,inanimate04b_hp.jpg,right,right,1,nam,1025,A,ApRT
Nam2/inanimate08_ap.jpg,inanimate08a_hp.jpg,left,left,1,nam,1025,A,ApRS
Unn2/abstract09b_ap.jpg,abstract09c_hp.jpg,left,left,1,unn,1025,A,ApRT
Nam2/inanimate08c_ap.jpg,inanimate08b_hp.jpg,left,left,1,nam,1025,A,ApRT
Nam2/inanimate04a_ap.jpg,inanimate04a_hp.jpg,right,left,0,nam,1025,A,ApRS
Unn2/abstract09_ap.jpg,abstract09_hp.jpg,right,right,1,unn,1025,A,ApRS
Unn2/abstract08b_ap.jpg,abstract08b_hp.jpg,right,right,1,unn,1025,A,ApRT
Unn2/abstract09c_ap.jpg,abstract09b_hp.jpg,left,left,1,unn,1025,A,ApRT
Unn2/abstract08c_ap.jpg,abstract08c_hp.jpg,right,right,1,unn,1025,A,ApRT
Unn2/abstract08a_ap.jpg,abstract08_hp.jpg,left,right,0,unn,1025,A,ApRS
Nam2/inanimate08b_ap.jpg,inanimate08c_hp.jpg,left,left,1,nam,1025,A,ApRT
Nam2/inanimate08a_ap.jpg,inanimate08_hp.jpg,left,left,1,nam,1025,A,ApRS
Nam2/inanimate04c_ap.jpg,inanimate04c_hp.jpg,right,right,1,nam,1025,A,ApRT
Unn2/abstract08_ap.jpg,abstract08a_hp.jpg,left,left,1,unn,1025,A,ApRS
Unn2/abstract09a_ap.jpg,abstract09a_hp.jpg,right,right,1,unn,1025,A,ApRS
Nam2/inanimate04_ap.jpg,inanimate04_hp.jpg,right,right,1,nam,1025,A,ApRS
Nam2/inanimate03b_ap.jpg,inanimate03c_hp.jpg,left,right,0,nam,1025,A,ApRT
Nam2/inanimate09_ap.jpg,inanimate09_hp.jpg,right,right,1,nam,1025,A,ApRS
Unn2/abstract07b_ap.jpg,abstract07b_hp.jpg,right,right,1,unn,1025,A,ApRT
Nam2/inanimate09c_ap.jpg,inanimate09c_hp.jpg,right,right,1,nam,1025,A,ApRT
Nam2/inanimate03a_ap.jpg,inanimate03_hp.jpg,left,left,1,nam,1025,A,ApRS
Unn2/abstract07_ap.jpg,abstract07a_hp.jpg,left,left,1,unn,1025,A,ApRS
Unn2/abstract10b_ap.jpg,abstract10c_hp.jpg,left,right,0,unn,1025,A,ApRT
Unn2/abstract07c_ap.jpg,abstract07c_hp.jpg,right,right,1,unn,1025,A,ApRT
Unn2/abstract10c_ap.jpg,abstract10b_hp.jpg,left,right,0,unn,1025,A,ApRT
Unn2/abstract10a_ap.jpg,abstract10a_hp.jpg,right,right,1,unn,1025,A,ApRS
Nam2/inanimate09b_ap.jpg,inanimate09b_hp.jpg,right,right,1,nam,1025,A,ApRT
Nam2/inanimate09a_ap.jpg,inanimate09a_hp.jpg,right,left,0,nam,1025,A,ApRS
Nam2/inanimate03c_ap.jpg,inanimate03b_hp.jpg,left,right,0,nam,1025,A,ApRT
Unn2/abstract10_ap.jpg,abstract10_hp.jpg,right,right,1,unn,1025,A,ApRS
Unn2/abstract07a_ap.jpg,abstract07_hp.jpg,left,left,1,unn,1025,A,ApRS
Nam2/inanimate03_ap.jpg,inanimate03a_hp.jpg,left,left,1,nam,1025,A,ApRS
