current_ap,ap_key_test.keys,current_hp,block,intact,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant,nam_unn,rs_rt_n
UnnBuff2/abstractbuff02b_ap.jpg,2,UnnBuff2/abstractbuff02c_hp.jpg,1,left,right,0,1.3532592,148,unn,RT
namBuff2/inanibuff03c_ap.jpg,2,namBuff2/inanibuff03c_hp.jpg,1,right,right,1,0.8264647,148,nam,RT
namBuff2/inanibuff03_ap.jpg,3,namBuff2/inanibuff03a_hp.jpg,1,left,left,1,1.2964491,148,nam,RS
namBuff2/inanibuff01b_ap.jpg,3,namBuff2/inanibuff01c_hp.jpg,1,left,left,1,0.9612554,148,nam,RT
namBuff2/inanibuff01a_ap.jpg,3,namBuff2/inanibuff01a_hp.jpg,1,right,right,1,0.8345004,148,nam,RS
UnnBuff2/abstractbuff02a_ap.jpg,2,UnnBuff2/abstractbuff02a_hp.jpg,1,right,right,1,0.8662972,148,unn,RS
namBuff2/inanibuff03d_ap.jpg,3,namBuff2/inanibuff03e_hp.jpg,1,left,right,0,1.0244129,148,nam,N
UnnBuff2/abstractbuff02d_ap.jpg,1,UnnBuff2/abstractbuff02d_hp.jpg,1,right,right,1,1.2407663,148,unn,N
namBuff2/inanibuff03b_ap.jpg,2,namBuff2/inanibuff03b_hp.jpg,1,right,right,1,1.1922846,148,nam,RT
namBuff2/inanibuff01c_ap.jpg,3,namBuff2/inanibuff01b_hp.jpg,1,left,left,1,1.0479818,148,nam,RT
namBuff2/inanibuff01_ap.jpg,3,namBuff2/inanibuff01_hp.jpg,1,right,right,1,0.6973578,148,nam,RS
UnnBuff2/abstractbuff02c_ap.jpg,2,UnnBuff2/abstractbuff02b_hp.jpg,1,left,left,1,1.176785,148,unn,RT
UnnBuff2/abstractbuff04_ap.jpg,2,UnnBuff2/abstractbuff04a_hp.jpg,1,left,left,1,0.7756426,148,unn,RS
namBuff2/inanibuff03a_ap.jpg,2,namBuff2/inanibuff03_hp.jpg,1,left,left,1,0.9772307,148,nam,RS
UnnBuff2/abstractbuff04d_ap.jpg,1,UnnBuff2/abstractbuff04e_hp.jpg,1,left,left,1,0.7123118,148,unn,N
UnnBuff2/abstractbuff04b_ap.jpg,3,UnnBuff2/abstractbuff04b_hp.jpg,1,right,right,1,0.6002,148,unn,RT
namBuff2/inanibuff01e_ap.jpg,2,namBuff2/inanibuff01e_hp.jpg,1,right,right,1,2.3918872,148,nam,N
UnnBuff2/abstractbuff04e_ap.jpg,1,UnnBuff2/abstractbuff04d_hp.jpg,1,left,left,1,1.142336,148,unn,N
namBuff2/inanibuff01d_ap.jpg,1,namBuff2/inanibuff01d_hp.jpg,1,right,right,1,1.9429916,148,nam,N
UnnBuff2/abstractbuff04a_ap.jpg,1,UnnBuff2/abstractbuff04_hp.jpg,1,left,left,1,0.9513498,148,unn,RS
UnnBuff2/abstractbuff02e_ap.jpg,1,UnnBuff2/abstractbuff02e_hp.jpg,1,right,right,1,0.9989148,148,unn,N
UnnBuff2/abstractbuff02_ap.jpg,1,UnnBuff2/abstractbuff02_hp.jpg,1,right,right,1,1.703147,148,unn,RS
namBuff2/inanibuff03e_ap.jpg,2,namBuff2/inanibuff03d_hp.jpg,1,left,right,0,1.1431275,148,nam,N
