current_ap,ap_key_test.keys,current_hp,block,intact,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant,nam_unn,rs_rt_n
UnnBuff2/abstractbuff01b_ap.jpg,2,UnnBuff2/abstractbuff01b_hp.jpg,1,right,right,1,0.8818306,150,unn,RT
namBuff2/inanibuff04c_ap.jpg,2,namBuff2/inanibuff04b_hp.jpg,1,left,left,1,1.5588316,150,nam,RT
namBuff2/inanibuff04_ap.jpg,3,namBuff2/inanibuff04_hp.jpg,1,right,right,1,1.024514,150,nam,RS
namBuff2/inanibuff02b_ap.jpg,3,namBuff2/inanibuff02b_hp.jpg,1,right,right,1,0.5447358,150,nam,RT
namBuff2/inanibuff02a_ap.jpg,3,namBuff2/inanibuff02_hp.jpg,1,left,left,1,0.9571127,150,nam,RS
UnnBuff2/abstractbuff01a_ap.jpg,1,UnnBuff2/abstractbuff01_hp.jpg,1,left,left,1,1.1934237,150,unn,RS
namBuff2/inanibuff04d_ap.jpg,2,namBuff2/inanibuff04d_hp.jpg,1,right,right,1,2.2515914,150,nam,N
UnnBuff2/abstractbuff01d_ap.jpg,2,UnnBuff2/abstractbuff01e_hp.jpg,1,left,right,0,1.1466289,150,unn,N
namBuff2/inanibuff04b_ap.jpg,3,namBuff2/inanibuff04c_hp.jpg,1,left,left,1,1.1650957,150,nam,RT
namBuff2/inanibuff02c_ap.jpg,3,namBuff2/inanibuff02c_hp.jpg,1,right,right,1,0.7330334,150,nam,RT
namBuff2/inanibuff02_ap.jpg,3,namBuff2/inanibuff02a_hp.jpg,1,left,left,1,0.9745714,150,nam,RS
UnnBuff2/abstractbuff01c_ap.jpg,2,UnnBuff2/abstractbuff01c_hp.jpg,1,right,right,1,0.8579029,150,unn,RT
UnnBuff2/abstractbuff02_ap.jpg,1,UnnBuff2/abstractbuff02_hp.jpg,1,right,right,1,2.2291559,150,unn,RS
namBuff2/inanibuff04a_ap.jpg,1,namBuff2/inanibuff04a_hp.jpg,1,right,right,1,1.0156457,150,nam,RS
UnnBuff2/abstractbuff02d_ap.jpg,1,UnnBuff2/abstractbuff02d_hp.jpg,1,right,right,1,0.9994005,150,unn,N
UnnBuff2/abstractbuff02b_ap.jpg,1,UnnBuff2/abstractbuff02c_hp.jpg,1,left,left,1,1.396152,150,unn,RT
namBuff2/inanibuff02e_ap.jpg,3,namBuff2/inanibuff02d_hp.jpg,1,left,left,1,1.7564715,150,nam,N
UnnBuff2/abstractbuff02e_ap.jpg,1,UnnBuff2/abstractbuff02e_hp.jpg,1,right,right,1,1.3561666,150,unn,N
namBuff2/inanibuff02d_ap.jpg,3,namBuff2/inanibuff02e_hp.jpg,1,left,right,0,2.0518964,150,nam,N
UnnBuff2/abstractbuff02a_ap.jpg,1,UnnBuff2/abstractbuff02a_hp.jpg,1,right,right,1,0.9332249,150,unn,RS
UnnBuff2/abstractbuff01e_ap.jpg,2,UnnBuff2/abstractbuff01d_hp.jpg,1,left,right,0,0.7721904,150,unn,N
UnnBuff2/abstractbuff01_ap.jpg,3,UnnBuff2/abstractbuff01a_hp.jpg,1,left,left,1,1.0619041,150,unn,RS
namBuff2/inanibuff04e_ap.jpg,3,namBuff2/inanibuff04e_hp.jpg,1,right,right,1,1.2714523,150,nam,N
UnnBuff2/abstractbuff02c_ap.jpg,1,UnnBuff2/abstractbuff02b_hp.jpg,1,left,left,1,1.8434461,150,unn,RT
Nam2/inanimate08a_ap.jpg,2,Nam2/inanimate08a_hp.jpg,2,right,right,1,1.4533279,150,nam,RS
Nam2/inanimate03c_ap.jpg,3,Nam2/inanimate03c_hp.jpg,2,right,right,1,1.4495323,150,nam,RT
Nam2/inanimate08d_ap.jpg,1,Nam2/inanimate08d_hp.jpg,2,right,right,1,2.120989,150,nam,N
Unn2/abstract07b_ap.jpg,2,Unn2/abstract07c_hp.jpg,2,left,right,0,0.7992204,150,unn,RT
Nam2/inanimate03e_ap.jpg,3,Nam2/inanimate03d_hp.jpg,2,left,right,0,0.8463876,150,nam,N
Nam2/inanimate08c_ap.jpg,3,Nam2/inanimate08b_hp.jpg,2,left,left,1,0.9306664,150,nam,RT
Unn2/abstract03b_ap.jpg,1,Unn2/abstract03b_hp.jpg,2,right,right,1,1.001075,150,unn,RT
Unn2/abstract07c_ap.jpg,2,Unn2/abstract07b_hp.jpg,2,left,right,0,1.7507624,150,unn,RT
Nam2/inanimate08_ap.jpg,2,Nam2/inanimate08_hp.jpg,2,right,right,1,1.7523218,150,nam,RS
Nam2/inanimate03b_ap.jpg,3,Nam2/inanimate03b_hp.jpg,2,right,right,1,1.0068213,150,nam,RT
Nam2/inanimate03_ap.jpg,3,Nam2/inanimate03a_hp.jpg,2,left,left,1,1.3698979,150,nam,RS
