current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Unn2/abstract04_ap.jpg,abstract04_hp.jpg,right,right,1,unn,713,ApRS
Unn2/abstract02b_ap.jpg,abstract02b_hp.jpg,right,right,1,unn,713,ApRT
Nam2/inanimate02_ap.jpg,inanimate02_hp.jpg,right,right,1,nam,713,ApRS
Nam2/inanimate02a_ap.jpg,inanimate02a_hp.jpg,right,right,1,nam,713,ApRS
Nam2/inanimate02c_ap.jpg,inanimate02c_hp.jpg,right,right,1,nam,713,ApRT
Unn2/abstract04b_ap.jpg,abstract04c_hp.jpg,left,left,1,unn,713,ApRT
Nam2/inanimate02b_ap.jpg,inanimate02b_hp.jpg,right,right,1,nam,713,ApRT
Nam2/inanimate09a_ap.jpg,inanimate09_hp.jpg,left,left,1,nam,713,ApRS
Unn2/abstract04a_ap.jpg,abstract04a_hp.jpg,right,right,1,unn,713,ApRS
Unn2/abstract02c_ap.jpg,abstract02c_hp.jpg,right,right,1,unn,713,ApRT
Nam2/inanimate09c_ap.jpg,inanimate09b_hp.jpg,left,left,1,nam,713,ApRT
Nam2/inanimate09b_ap.jpg,inanimate09c_hp.jpg,left,left,1,nam,713,ApRT
Nam2/inanimate09_ap.jpg,inanimate09a_hp.jpg,left,left,1,nam,713,ApRS
Unn2/abstract02a_ap.jpg,abstract02_hp.jpg,left,left,1,unn,713,ApRS
Unn2/abstract04c_ap.jpg,abstract04b_hp.jpg,left,left,1,unn,713,ApRT
Unn2/abstract02_ap.jpg,abstract02a_hp.jpg,left,left,1,unn,713,ApRS
Unn2/abstract03_ap.jpg,abstract03_hp.jpg,right,right,1,unn,713,ApRS
Unn2/abstract07b_ap.jpg,abstract07b_hp.jpg,right,right,1,unn,713,ApRT
Nam2/inanimate05_ap.jpg,inanimate05_hp.jpg,right,right,1,nam,713,ApRS
Nam2/inanimate05a_ap.jpg,inanimate05a_hp.jpg,right,right,1,nam,713,ApRS
Nam2/inanimate05c_ap.jpg,inanimate05c_hp.jpg,right,right,1,nam,713,ApRT
Unn2/abstract03b_ap.jpg,abstract03c_hp.jpg,left,right,0,unn,713,ApRT
Nam2/inanimate05b_ap.jpg,inanimate05b_hp.jpg,right,right,1,nam,713,ApRT
Nam2/inanimate04a_ap.jpg,inanimate04_hp.jpg,left,left,1,nam,713,ApRS
Unn2/abstract03a_ap.jpg,abstract03a_hp.jpg,right,right,1,unn,713,ApRS
Unn2/abstract07c_ap.jpg,abstract07c_hp.jpg,right,right,1,unn,713,ApRT
Nam2/inanimate04c_ap.jpg,inanimate04b_hp.jpg,left,left,1,nam,713,ApRT
Nam2/inanimate04b_ap.jpg,inanimate04c_hp.jpg,left,left,1,nam,713,ApRT
Nam2/inanimate04_ap.jpg,inanimate04a_hp.jpg,left,left,1,nam,713,ApRS
Unn2/abstract07a_ap.jpg,abstract07_hp.jpg,left,left,1,unn,713,ApRS
Unn2/abstract03c_ap.jpg,abstract03b_hp.jpg,left,left,1,unn,713,ApRT
Unn2/abstract07_ap.jpg,abstract07a_hp.jpg,left,left,1,unn,713,ApRS
Unn2/abstract01_ap.jpg,abstract01a_hp.jpg,left,left,1,unn,713,ApRS
Unn2/abstract05b_ap.jpg,abstract05c_hp.jpg,left,left,1,unn,713,ApRT
Nam2/inanimate03_ap.jpg,inanimate03a_hp.jpg,left,left,1,nam,713,ApRS
Nam2/inanimate03a_ap.jpg,inanimate03_hp.jpg,left,left,1,nam,713,ApRS
Nam2/inanimate03c_ap.jpg,inanimate03b_hp.jpg,left,left,1,nam,713,ApRT
Unn2/abstract01b_ap.jpg,abstract01b_hp.jpg,right,right,1,unn,713,ApRT
Nam2/inanimate03b_ap.jpg,inanimate03c_hp.jpg,left,left,1,nam,713,ApRT
Nam2/inanimate08a_ap.jpg,inanimate08a_hp.jpg,right,right,1,nam,713,ApRS
Unn2/abstract01a_ap.jpg,abstract01_hp.jpg,left,left,1,unn,713,ApRS
Unn2/abstract05c_ap.jpg,abstract05b_hp.jpg,left,left,1,unn,713,ApRT
Nam2/inanimate08c_ap.jpg,inanimate08c_hp.jpg,right,right,1,nam,713,ApRT
Nam2/inanimate08b_ap.jpg,inanimate08b_hp.jpg,right,right,1,nam,713,ApRT
Nam2/inanimate08_ap.jpg,inanimate08_hp.jpg,right,right,1,nam,713,ApRS
Unn2/abstract05a_ap.jpg,abstract05a_hp.jpg,right,right,1,unn,713,ApRS
Unn2/abstract01c_ap.jpg,abstract01c_hp.jpg,right,right,1,unn,713,ApRT
Unn2/abstract05_ap.jpg,abstract05_hp.jpg,right,right,1,unn,713,ApRS
